,output_text,vector,output_data_source,index
10,"ای طوطی عیسی نفس وی بلبل شیرین نوا	هین زهره را کالیوه کن زان نغمه های جان فزا
دعوی خوبی کن بیا تا صد عدو و آشنا	با چهره ای چون زعفران با چشم تر آید گوا
غم جمله را نالان کند تا مرد و زن افغان کند	که داد ده ما را ز غم کو گشت در ظلم اژدها
غم را بدرانی شکم با دورباش زیر و بم	تا غلغل افتد در عدم از عدل تو ای خوش صدا
ساقی تو ما را یاد کن صد خیک را پرباد کن	ارواح را فرهاد کن در عشق آن شیرین لقا
چون تو سرافیل دلی زنده کن آب و گلی	دردم ز راه مقبلی در گوش ما نفخه خدا
ما همچو خرمن ریخته گندم به کاه آمیخته	",[[0.00792934 0.00080044 0.00060669 ... 0.02479823 0.00861608 0.01773391]],غزلیات مولوی,11
11,"ای نوبهار عاشقان داری خبر از یار ما	ای از تو آبستن چمن و ای از تو خندان باغ ها
ای بادهای خوش نفس عشاق را فریادرس	ای پاکتر از جان و جا آخر کجا بودی کجا
ای فتنه روم و حبش حیران شدم کاین بوی خوش	پیراهن یوسف بود یا خود روان مصطفی
ای جویبار راستی از جوی یار ماستی	بر سینه ها سیناستی بر جان هایی جان فزا
ای قیل و ای قال تو خوش و ای جمله اشکال تو خوش	ماه تو خوش سال تو خوش ای سال و مه چاکر تو را","[[ 1.1846043e-04 -3.2871757e-08 -9.5600581e-06 ...  1.0064627e-03
  -3.4276862e-05 -1.2653723e-04]]",غزلیات مولوی,12
12,"ای باد بی آرام ما با گل بگو پیغام ما	کای گل گریز اندر شکر چون گشتی از گلشن جدا
ای گل ز اصل شکری تو با شکر لایقتری	شکر خوش و گل هم خوش و از هر دو شیرینتر وفا
رخ بر رخ شکر بنه لذت بگیر و بو بده	در دولت شکر بجه از تلخی جور فنا
اکنون که گشتی گلشکر قوت دلی نور نظر	از گل برآ بر دل گذر آن از کجا این از کجا
با خار بودی همنشین چون عقل با جانی قرین	بر آسمان رو از زمین منزل به منزل تا لقا
در سر خلقان می روی در راه پنهان می روی	بستان به بستان می روی آن جا که خیزد نقش ها
ای گل تو مرغ نادری برعکس مرغان می پری","[[ 9.97728016e-03 -1.40311995e-05  1.30529469e-02 ...  4.28332342e-03
   5.47306379e-03  2.88282745e-02]]",غزلیات مولوی,13
13,"ای عاشقان ای عاشقان امروز ماییم و شما	افتاده در غرقابه ای تا خود که داند آشنا
گر سیل عالم پر شود هر موج چون اشتر شود	مرغان آبی را چه غم تا غم خورد مرغ هوا
ما رخ ز شکر افروخته با موج و بحر آموخته	زان سان که ماهی را بود دریا و طوفان جان فزا
ای شیخ ما را فوطه ده وی آب ما را غوطه ده	ای موسی عمران بیا بر آب دریا زن عصا
این باد اندر هر سری سودای دیگر می پزد	سودای آن ساقی مرا باقی همه آن شما
دیروز مستان را به ره بربود آن ساقی کله	امروز می در می دهد تا برکند از ما قبا
ای رشک ماه و مشتری با ما و پنهان چو","[[ 0.00070747  0.00084538  0.00090537 ...  0.00366851 -0.00095354
   0.01030788]]",غزلیات مولوی,14
14,"ای نوش کرده نیش را بی خویش کن باخویش را	باخویش کن بی خویش را چیزی بده درویش را
تشریف ده عشاق را پرنور کن آفاق را	بر زهر زن تریاق را چیزی بده درویش را
با روی همچون ماه خود با لطف مسکین خواه خود	ما را تو کن همراه خود چیزی بده درویش را
چون جلوه مه می کنی وز عشق آگه می کنی	با ما چه همره می کنی چیزی بده درویش را
درویش را چه بود نشان جان و زبان درفشان	نی دلق صدپاره کشان چیزی بده درویش را
هم آدم و آن دم تویی هم عیسی و مریم تویی	هم راز و هم محرم تویی چیزی بده درویش را
تلخ از تو شیرین می شود کفر از تو چو","[[-5.3885411e-05 -1.5761040e-08 -5.0820890e-06 ...  1.4311350e-04
  -1.4049332e-05  2.1295527e-04]]",غزلیات مولوی,15
15,"ای یوسف آخر سوی این یعقوب نابینا بیا	ای عیسی پنهان شده بر طارم مینا بیا
از هجر روزم قیر شد دل چون کمان بد تیر شد	یعقوب مسکین پیر شد ای یوسف برنا بیا
ای موسی عمران که در سینه چه سیناهاستت	گاوی خدایی می کند از سینه سینا بیا
رخ زعفران رنگ آمدم خم داده چون چنگ آمدم	در گور تن تنگ آمدم ای جان باپهنا بیا
چشم محمد با نمت واشوق گفته در غمت	زان طره ای اندرهمت ای سر ارسلنا بیا
خورشید پیشت چون شفق ای برده از شاهان سبق	ای دیده بینا به حق وی سینه دانا بیا
ای جان تو و جان ها چو تن بی جان چه ارزد خود بدن	دل داد","[[-3.9516304e-05 -4.0266812e-08 -1.6099642e-06 ...  2.4007203e-03
  -1.4909491e-05 -7.5438002e-05]]",غزلیات مولوی,16
16,"آمد ندا از آسمان جان را که بازآ الصلا	جان گفت ای نادی خوش اهلا و سهلا مرحبا
سمعا و طاعه ای ندا هر دم دو صد جانت فدا	یک بار دیگر بانگ زن تا برپرم بر هل اتی
ای نادره مهمان ما بردی قرار از جان ما	آخر کجا می خوانیم گفتا برون از جان و جا
از پای این زندانیان بیرون کنم بند گران	بر چرخ بنهم نردبان تا جان برآید بر علا
تو جان جان افزاستی آخر ز شهر ماستی	دل بر غریبی می نهی این کی بود شرط وفا
آوارگی نوشت شده خانه فراموشت شده	آن گنده پیر کابلی صد سحر کردت از دغا
این قافله بر قافله پویان سوی آن مرحله	چون برنم","[[-1.4150108e-04 -4.1903786e-07 -3.1365911e-05 ...  8.0465304e-04
  -2.4964083e-05 -3.8040275e-04]]",غزلیات مولوی,17
17,"ای یوسف خوش نام ما خوش می روی بر بام ما	انا فتحنا الصلا بازآ ز بام از در درآ
ای بحر پرمرجان من والله سبک شد جان من	این جان سرگردان من از گردش این آسیا
ای ساربان با قافله مگذر مرو زین مرحله	اشتر بخوابان هین هله نه از بهر من بهر خدا
نی نی برو مجنون برو خوش در میان خون برو	از چون مگو بی چون برو زیرا که جان را نیست جا
گر قالبت در خاک شد جان تو بر افلاک شد	گر خرقه تو چاک شد جان تو را نبود فنا
از سر دل بیرون نه ای بنمای رو کایینه ای	چون عشق را سرفتنه ای پیش تو آید فتنه ها
گویی مرا چون می روی گستاخ و ا",[[0.00460863 0.00136273 0.00714504 ... 0.01917812 0.00903979 0.01664021]],غزلیات مولوی,18
18,"امروز دیدم یار را آن رونق هر کار را	می شد روان بر آسمان همچون روان مصطفی
خورشید از رویش خجل گردون مشبک همچو دل	از تابش او آب و گل افزون ز آتش در ضیا
گفتم که بنما نردبان تا برروم بر آسمان	گفتا سر تو نردبان سر را درآور زیر پا
چون پای خود بر سر نهی پا بر سر اختر نهی	چون تو هوا را بشکنی پا بر هوا نه هین بیا
بر آسمان و بر هوا صد رد پدید آید تو را	بر آسمان پران شوی هر صبحدم همچون دعا","[[-1.7339534e-04  1.2892830e-06 -2.0737561e-06 ... -6.5066610e-07
  -3.1868138e-05 -1.3943705e-04]]",غزلیات مولوی,19
19,"چندانک خواهی جنگ کن یا گرم کن تهدید را	می دان که دود گولخن هرگز نیاید بر سما
ور خود برآید بر سما کی تیره گردد آسمان	کز دود آورد آسمان چندان لطیفی و ضیا
خود را مرنجان ای پدر سر را مکوب اندر حجر	با نقش گرمابه مکن این جمله چالیش و غزا
گر تو کنی بر مه تفو بر روی تو بازآید آن	ور دامن او را کشی هم بر تو تنگ آید قبا
پیش از تو خامان دگر در جوش این دیگ جهان	بس برطپیدند و نشد درمان نبود الا رضا
بگرفت دم مار را یک خارپشت اندر دهن	سر درکشید و گرد شد مانند گویی آن دغا
آن مار ابله خویش را بر خار می زد دم به د","[[-1.07279469e-04  1.54042733e-04 -4.68779297e-04 ...  1.07842774e-04
  -4.62610951e-05  4.18970687e-03]]",غزلیات مولوی,20
20,"جرمی ندارم بیش از این کز دل هوا دارم تو را	از زعفران روی من رو می بگردانی چرا
یا این دل خون خواره را لطف و مراعاتی بکن	یا قوت صبرش بده در یفعل الله ما یشا
این دو ره آمد در روش یا صبر یا شکر نعم	بی شمع روی تو نتان دیدن مر این دو راه را
هر گه بگردانی تو رو آبی ندارد هیچ جو	کی ذره ها پیدا شود بی شعشعه شمس الضحی
بی باده تو کی فتد در مغز نغزان مستی یی	بی عصمت تو کی رود شیطان بلا حول و لا
نی قرص سازد قرصی یی مطبوخ هم مطبوخیی	تا درنیندازی کفی ز اهلیله خود در دوا
امرت نغرد کی رود خورشید در برج اسد	بی تو","[[ 8.7029655e-03 -1.6553848e-05  2.9187740e-03 ...  1.5992654e-02
   1.3465778e-02  1.6689995e-02]]",غزلیات مولوی,21
21,"چندان بنالم ناله ها چندان برآرم رنگ ها	تا برکنم از آینه هر منکری من زنگ ها
بر مرکب عشق تو دل می راند و این مرکبش	در هر قدم می بگذرد زان سوی جان فرسنگ ها
بنما تو لعل روشنت بر کوری هر ظلمتی	تا بر سر سنگین دلان از عرش بارد سنگ ها
با این چنین تابانیت دانی چرا منکر شدند	کاین دولت و اقبال را باشد از ایشان ننگ ها
گر نی که کورندی چنین آخر بدیدندی چنان	آن سو هزاران جان ز مه چون اختران آونگ ها
چون از نشاط نور تو کوران همی بینا شوند	تا از خوشی راه تو رهوار گردد لنگ ها
اما چو اندر راه تو ناگاه بیخود می شود	",[[0.0083297  0.00153995 0.00407281 ... 0.01383712 0.00203302 0.02529895]],غزلیات مولوی,22
22,"چون خون نخسپد خسروا چشمم کجا خسپد مها	کز چشم من دریای خون جوشان شد از جور و جفا
گر لب فروبندم کنون جانم به جوش آید درون	ور بر سرش آبی زنم بر سر زند او جوش را
معذور دارم خلق را گر منکرند از عشق ما	اه لیک خود معذور را کی باشد اقبال و سنا
از جوش خون نطقی به فم آن نطق آمد در قلم	شد حرف ها چون مور هم سوی سلیمان لابه را
کای شه سلیمان لطف وی لطف را از تو شرف	در تو را جان ها صدف باغ تو را جان ها گیا
ما مور بیچاره شده وز خرمن آواره شده	در سیر سیاره شده هم تو برس فریاد ما
ما بنده خاک کفت چون چاکران اندر ص",[[0.00078852 0.05192312 0.00696748 ... 0.00432812 0.00728331 0.01505941]],غزلیات مولوی,23
23,"چون نالد این مسکین که تا رحم آید آن دلدار را	خون بارد این چشمان که تا بینم من آن گلزار را
خورشید چون افروزدم تا هجر کمتر سوزدم	دل حیلتی آموزدم کز سر بگیرم کار را
ای عقل کل ذوفنون تعلیم فرما یک فسون	کز وی بخیزد در درون رحمی نگارین یار را
چون نور آن شمع چگل می درنیابد جان و دل	کی داند آخر آب و گل دلخواه آن عیار را
جبریل با لطف و رشد عجل سمین را چون چشد	این دام و دانه کی کشد عنقای خوش منقار را
عنقا که یابد دام کس در پیش آن عنقامگس	ای عنکبوت عقل بس تا کی تنی این تار را
کو آن مسیح خوش دمی بی واسطه مر","[[-8.4302505e-05  5.4892462e-02  6.4047832e-05 ...  1.8074648e-02
   3.5458026e-03  2.3394803e-02]]",غزلیات مولوی,24
24,"من دی نگفتم مر تو را کای بی نظیر خوش لقا	ای قد مه از رشک تو چون آسمان گشته دوتا
امروز صد چندان شدی حاجب بدی سلطان شدی	هم یوسف کنعان شدی هم فر نور مصطفی
امشب ستایمت ای پری فردا ز گفتن بگذری	فردا زمین و آسمان در شرح تو باشد فنا
امشب غنیمت دارمت باشم غلام و چاکرت	فردا ملک بی هش شود هم عرش بشکافد قبا
ناگه برآید صرصری نی بام ماند نه دری	زین پشگان پر کی زند چونک ندارد پیل پا
باز از میان صرصرش درتابد آن حسن و فرش	هر ذره ای خندان شود در فر آن شمس الضحی
تعلیم گیرد ذره ها زان آفتاب خوش لقا	صد ذرگی دلربا ک",[[0.00090305 0.00145089 0.00648257 ... 0.02099278 0.00096745 0.01270764]],غزلیات مولوی,25
25,"هر لحظه وحی آسمان آید به سر جان ها	کاخر چو دردی بر زمین تا چند می باشی برآ
هر کز گران جانان بود چون درد در پایان بود	آنگه رود بالای خم کان درد او یابد صفا
گل را مجنبان هر دمی تا آب تو صافی شود	تا درد تو روشن شود تا درد تو گردد دوا
جانیست چون شعله ولی دودش ز نورش بیشتر	چون دود از حد بگذرد در خانه ننماید ضیا
گر دود را کمتر کنی از نور شعله برخوری	از نور تو روشن شود هم این سرا هم آن سرا
در آب تیره بنگری نی ماه بینی نی فلک	خورشید و مه پنهان شود چون تیرگی گیرد هوا
باد شمالی می وزد کز وی هوا صافی شود	و",[[0.00099994 0.00368444 0.00276518 ... 0.00031162 0.00186727 0.02125179]],غزلیات مولوی,26
26,"آن خواجه را در کوی ما در گل فرورفتست پا	با تو بگویم حال او برخوان اذا جاء القضا
جباروار و زفت او دامن کشان می رفت او	تسخرکنان بر عاشقان بازیچه دیده عشق را
بس مرغ پران بر هوا از دام ها فرد و جدا	می آید از قبضه قضا بر پر او تیر بلا
ای خواجه سرمستک شدی بر عاشقان خنبک زدی	مست خداوندی خود کشتی گرفتی با خدا
بر آسمان ها برده سر وز سرنبشت او بی خبر	همیان او پرسیم و زر گوشش پر از طال بقا
از بوسه ها بر دست او وز سجده ها بر پای او	وز لورکند شاعران وز دمدمه هر ژاژخا
باشد کرم را آفتی کان کبر آرد در فتی	از وه","[[ 5.0673527e-03 -5.6623658e-06  8.2966890e-03 ...  5.5222586e-02
   4.5135198e-03  1.3584200e-02]]",غزلیات مولوی,27
27,"ای شاه جسم و جان ما خندان کن دندان ما	سرمه کش چشمان ما ای چشم جان را توتیا
ای مه ز اجلالت خجل عشقت ز خون ما بحل	چون دیدمت می گفت دل جاء القضا جاء القضا
ما گوی سرگردان تو اندر خم چوگان تو	گه خوانیش سوی طرب گه رانیش سوی بلا
گه جانب خوابش کشی گه سوی اسبابش کشی	گه جانب شهر بقا گه جانب دشت فنا
گه شکر آن مولی کند گه آه واویلی کند	گه خدمت لیلی کند گه مست و مجنون خدا
جان را تو پیدا کرده ای مجنون و شیدا کرده ای	گه عاشق کنج خلا گه عاشق رو و ریا
گه قصد تاج زر کند گه خاک ها بر سر کند	گه خویش را قیصر کند گه ",[[0.00122292 0.00125581 0.00868121 ... 0.01022648 0.00395574 0.00237711]],غزلیات مولوی,28
28,"ای از ورای پرده ها تاب تو تابستان ما	ما را چو تابستان ببر دل گرم تا بستان ما
ای چشم جان را توتیا آخر کجا رفتی بیا	تا آب رحمت برزند از صحن آتشدان ما
تا سبزه گردد شوره ها تا روضه گردد گورها	انگور گردد غوره ها تا پخته گردد نان ما
ای آفتاب جان و دل ای آفتاب از تو خجل	آخر ببین کاین آب و گل چون بست گرد جان ما
شد خارها گلزارها از عشق رویت بارها	تا صد هزار اقرارها افکند در ایمان ما
ای صورت عشق ابد خوش رو نمودی در جسد	تا ره بری سوی احد جان را از این زندان ما
در دود غم بگشا طرب روزی نما از عین شب	روزی غری","[[ 0.00082165  0.00147911  0.00370088 ...  0.00546914 -0.00057737
   0.01955361]]",غزلیات مولوی,29
29,"ای فصل باباران ما برریز بر یاران ما	چون اشک غمخواران ما در هجر دلداران ما
ای چشم ابر این اشک ها می ریز همچون مشک ها	زیرا که داری رشک ها بر ماه رخساران ما
این ابر را گریان نگر وان باغ را خندان نگر	کز لابه و گریه پدر رستند بیماران ما
ابر گران چون داد حق از بهر لب خشکان ما	رطل گران هم حق دهد بهر سبکساران ما
بر خاک و دشت بی نوا گوهرفشان کرد آسمان	زین بی نوایی می کشند از عشق طراران ما
این ابر چون یعقوب من وان گل چو یوسف در چمن	بشکفته روی یوسفان از اشک افشاران ما
یک قطره اش گوهر شود یک قطره اش عبهر شو","[[-1.3712463e-06 -2.9843497e-06 -4.8494796e-05 ...  3.2566690e-03
  -1.0344863e-04  1.6226346e-02]]",غزلیات مولوی,30
30,"بادا مبارک در جهان سور و عروسی های ما	سور و عروسی را خدا ببرید بر بالای ما
زهره قرین شد با قمر طوطی قرین شد با شکر	هر شب عروسیی دگر از شاه خوش سیمای ما
ان القلوب فرجت ان النفوس زوجت	ان الهموم اخرجت در دولت مولای ما
بسم الله امشب بر نوی سوی عروسی می روی	داماد خوبان می شوی ای خوب شهرآرای ما
خوش می روی در کوی ما خوش می خرامی سوی ما	خوش می جهی در جوی ما ای جوی و ای جویای ما
خوش می روی بر رای ما خوش می گشایی پای ما	خوش می بری کف های ما ای یوسف زیبای ما
از تو جفا کردن روا وز ما وفا جستن خطا	پای تصرف ر",[[0.00784529 0.00888973 0.00873104 ... 0.02277374 0.01346636 0.00657731]],غزلیات مولوی,31
31,"دیدم سحر آن شاه را بر شاهراه هل اتی	در خواب غفلت بی خبر زو بوالعلی و بوالعلا
زان می که در سر داشتم من ساغری برداشتم	در پیش او می داشتم گفتم که ای شاه الصلا
گفتا چیست این ای فلان گفتم که خون عاشقان	جوشیده و صافی چو جان بر آتش عشق و ولا
گفتا چو تو نوشیده ای در دیگ جان جوشیده ای	از جان و دل نوشش کنم ای باغ اسرار خدا
آن دلبر سرمست من بستد قدح از دست من	اندرکشیدش همچو جان کان بود جان را جان فزا
از جان گذشته صد درج هم در طرب هم در فرج	می کرد اشارت آسمان کای چشم بد دور از شما","[[ 2.9757095e-03 -8.6516375e-06  3.8259095e-03 ...  8.1123877e-03
   4.3531286e-04  2.2013394e-02]]",غزلیات مولوی,32
32,"می ده گزافه ساقیا تا کم شود خوف و رجا	گردن بزن اندیشه را ما از کجا او از کجا
پیش آر نوشانوش را از بیخ برکن هوش را	آن عیش بی روپوش را از بند هستی برگشا
در مجلس ما سرخوش آ برقع ز چهره برگشا	زان سان که اول آمدی ای یفعل الله ما یشا
دیوانگان جسته بین از بند هستی رسته بین	در بی دلی دل بسته بین کاین دل بود دام بلا
زودتر بیا هین دیر شد دل زین ولایت سیر شد	مستش کن و بازش رهان زین گفتن زوتر بیا
بگشا ز دستم این رسن بربند پای بوالحسن	پر ده قدح را تا که من سر را بنشناسم ز پا
بی ذوق آن جانی که او در ماجرا و گ",[[0.00646101 0.00686359 0.00947529 ... 0.02153303 0.00801422 0.01958915]],غزلیات مولوی,33
33,"ای عاشقان ای عاشقان آمد گه وصل و لقا	از آسمان آمد ندا کای ماه رویان الصلا
ای سرخوشان ای سرخوشان آمد طرب دامن کشان	بگرفته ما زنجیر او بگرفته او دامان ما
آمد شراب آتشین ای دیو غم کنجی نشین	ای جان مرگ اندیش رو ای ساقی باقی درآ
ای هفت گردون مست تو ما مهره ای در دست تو	ای هست ما از هست تو در صد هزاران مرحبا
ای مطرب شیرین نفس هر لحظه می جنبان جرس	ای عیش زین نه بر فرس بر جان ما زن ای صبا
ای بانگ نای خوش سمر در بانگ تو طعم شکر	آید مرا شام و سحر از بانگ تو بوی وفا
بار دگر آغاز کن آن پرده ها را ساز کن	بر ","[[ 2.22911802e-03 -1.17671625e-05  4.35815984e-03 ...  1.14036482e-02
   7.56447669e-03  1.05640050e-02]]",غزلیات مولوی,34
34,"ای یار ما دلدار ما ای عالم اسرار ما	ای یوسف دیدار ما ای رونق بازار ما
نک بر دم امسال ما خوش عاشق آمد پار ما	ما مفلسانیم و تویی صد گنج و صد دینار ما
ما کاهلانیم و تویی صد حج و صد پیکار ما	ما خفتگانیم و تویی صد دولت بیدار ما
ما خستگانیم و تویی صد مرهم بیمار ما	ما بس خرابیم و تویی هم از کرم معمار ما
من دوش گفتم عشق را ای خسرو عیار ما	سر درمکش منکر مشو تو برده ای دستار ما
واپس جوابم داد او نی از توست این کار ما	چون هرچ گویی وادهد همچون صدا کهسار ما
من گفتمش خود ما کهیم و این صدا گفتار ما	زیرا که که ",[[0.00302006 0.00014003 0.00674499 ... 0.0211512  0.00935734 0.00393894]],غزلیات مولوی,35
