,Unnamed: 0,input_id,output_id,input_text,output_text,chapter,tag
24,96,41,4492,صبر یکی از صفات خردمندان است,Wisdom comes from experience. Experience is often a result of lack of wisdom,,1
25,97,5,2065,باید تجارب خود را به افراد دیگر منتقل کنیم,نحن الی سیدنا راجعون طیبه النفس به طایعون سیدنا یصبح یبتا عنا انفسنا نحن له بایعون یفسد ان جاع الی موکل نحن الی نظرته جایعون سوف تلاقیه به میعاده تحسب انا ابدا ضایعون,2129,0
26,98,0,3197,باید حقوق دیگران را رعایت کنیم,خود سازی پیران بود افزون ز جوانان تعمیر ضرورست بناهای کهن را,,0
27,99,13,442,باید بخشنده باشیم,چو سرو اگر بخرامی دمی به گلزاری خورد ز غیرت روی تو هر گلی خاری ز کفر زلف تو هر حلقه‌ای و آشوبی ز سحر چشم تو هر گوشه‌ای و بیماری مرو چو بخت من ای چشم مست یار به خواب که در پی است ز هر سویت آه بیداری نثار خاک رهت نقد جان من هر چند که نیست نقد روان را بر تو مقداری دلا همیشه مزن لاف زلف دلبندان چو تیره رای شوی کی گشایدت کاری سرم برفت و زمانی به سر نرفت این کار دلم گرفت و نبودت غم گرفتاری چو نقطه گفتمش اندر میان دایره آی به خنده گفت که ای حافظ این چه پرگاری,غزل    ۴۴۳,1
28,100,31,5563,باید خطاهای دیگران را ببخشیم,و قال ع اشد الذنوب ما استهان به صاحبه,348,-1
29,101,27,1826,در کار خیر باید شتاب کرد و بدی را به تاخیر انداخت.,ظننتم ایا عذال ان قد عدلتم تظنون ان الحق فیما عذلتم و ما ضائ ذاک البدر الا لاهله و غادرکم انواره فضللتم فما مل من ذاق الصبابه و الهوی و انکم ما ذقتم فمللتم و ان ذقتموا ما ذقتموه بحقها و لا مشرب العشاق یوما وصلتم,1782,0
30,102,17,4814,آزار دیگران یکی از صفات مذموم است که باید از آن پرهیز کرد,One person's craziness is another person's reality,,0
31,103,14,5621,باید حق‌جو وعدالت‌پیشه باشیم,و قال ع من اطاع التوانی‌ ضیع الحقوق و من اطاع الواشی‌ ضیع الصدیق,415,0
32,104,17,3005,آزار دیگران یکی از صفات مذموم است که باید از آن پرهیز کرد,خدا کســــی است کـــه باید بــــه دیدنش بروی خدا کسی که از آن سخت می هراسی نیست,,0
33,105,45,72,باید به پدر و مادر احترام گذاشت,روشن از پرتو رویت نظری نیست که نیست منت خاک درت بر بصری نیست که نیست ناظر روی تو صاحب نظرانند آری سر گیسوی تو در هیچ سری نیست که نیست اشک غماز من ار سرخ برآمد چه عجب خجل از کرده خود پرده دری نیست که نیست تا به دامن ننشیند ز نسیمش گردی سیل خیز از نظرم رهگذری نیست که نیست تا دم از شام سر زلف تو هر جا نزنند با صبا گفت و شنیدم سحری نیست که نیست من از این طالع شوریده برنجم ور نی بهره مند از سر کویت دگری نیست که نیست از حیای لب شیرین تو ای چشمه نوش غرق آب و عرق اکنون شکری نیست که نیست مصلحت نیست که از پرده برون افتد راز ور نه در مجلس رندان خبری نیست که نیست شیر در بادیه عشق تو روباه شود آه از این راه که در وی خطری نیست که نیست آب چشمم که بر او منت خاک در توست زیر صد منت او خاک دری نیست که نیست از وجودم قدری نام و نشان هست که هست ور نه از ضعف در آن جا اثری نیست که نیست غیر از این نکته که حافظ ز تو ناخشنود است در سراپای وجودت هنری نیست که نیست,غزل    ۷۳,0
34,106,43,3083,ما باید راست بگوییم حتی اگر به ضرر ما باشد و نباید دروغ بگوییم حتی اگر به ما سود برساند,از کاسه شکسته نخیزد صدا درست احوال ما مپرس که ما دلشکسته‌ایم,,0
35,107,7,161,ثروت چیز خوبی است,خوش آمد گل وز آن خوشتر نباشد که در دستت بجز ساغر نباشد زمان خوشدلی دریاب و در یاب که دایم در صدف گوهر نباشد غنیمت دان و می خور در گلستان که گل تا هفته دیگر نباشد ایا پرلعل کرده جام زرین ببخشا بر کسی کش زر نباشد بیا ای شیخ و از خمخانه ما شرابی خور که در کوثر نباشد بشوی اوراق اگر همدرس مایی که علم عشق در دفتر نباشد ز من بنیوش و دل در شاهدی بند که حسنش بسته زیور نباشد شرابی بی خمارم بخش یا رب که با وی هیچ درد سر نباشد من از جان بنده سلطان اویسم اگر چه یادش از چاکر نباشد به تاج عالم آرایش که خورشید چنین زیبنده افسر نباشد کسی گیرد خطا بر نظم حافظ که هیچش لطف در گوهر نباشد,غزل    ۱۶۲,-1
36,108,4,5545,نباید براساس ظاهر افراد را قضاوت کرد,و قال ع من وضع نفسه مواضع التهمه فلا یلومن من اساء به الظن,330,-2
37,109,21,124,آخرت را بر دنیا باید ترجیح داد,شاهد آن نیست که مویی و میانی دارد بنده طلعت آن باش که آنی دارد شیوه حور و پری گر چه لطیف است ولی خوبی آن است و لطافت که فلانی دارد چشمه چشم مرا ای گل خندان دریاب که به امید تو خوش آب روانی دارد گوی خوبی که برد از تو که خورشید آن جا نه سواریست که در دست عنانی دارد دل نشان شد سخنم تا تو قبولش کردی آری آری سخن عشق نشانی دارد خم ابروی تو در صنعت تیراندازی برده از دست هر آن کس که کمانی دارد در ره عشق نشد کس به یقین محرم راز هر کسی بر حسب فکر گمانی دارد با خرابات نشینان ز کرامات ملاف هر سخن وقتی و هر نکته مکانی دارد مرغ زیرک نزند در چمنش پرده سرای هر بهاری که به دنباله خزانی دارد مدعی گو لغز و نکته به حافظ مفروش کلک ما نیز زبانی و بیانی دارد,غزل    ۱۲۵,1
38,110,39,3120,باید وفای به عهد داشته باشیم,بنازم به بزم محبت که آنجا گدایی به شاهی مقابل نشیند,,0
39,111,25,3200,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,خوش باش و زمان به کام یاران گذران زیرا که نماند این جهان بر یک حال,,2
40,112,13,5005,باید بخشنده باشیم,Freedom lies in being bold,,0
41,113,29,3089,باید به زیر دستان احترام گذاشت,امیر قافله را هم تغافلی باید که نا‌امید نگردندقاطعان طریق,,2
42,114,25,3145,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,جزای حسن عمل بین که روزگار هنوز خراب می‎کند بارگاه کسری را,,0
43,115,2,4462,ما باید از غیبت کردن پرهیز کنیم,The only way to get rid of temptation is to yield to it,,-1
44,116,2,5618,ما باید از غیبت کردن پرهیز کنیم,و قال ع کفاک ادبا لنفسک اجتناب ما تکرهه من غیرک,412,2
45,117,36,1395,باید اهل یاری کردن یکدیگر بود,یار نخواهم که بود بدخو و غمخوار و ترش چون لحد و گور مغان تنگ و دل افشار و ترش یار چو آیینه بود دوست چو لوزینه بود ساعت یاری نبود خایف و فرار و ترش هر کی بود عاشق خود پنج نشان دارد بد سخت دل و سست قدم کاهل و بی کار و ترش ور چشمش بیش بود هم ترشی بیش کند دان مثل بیشی او سرکه بسیار ترش بس کن شرح ترشان این قدری بهر نشان کی طلبد در دل و جان طبع شکربار ترش,1219,2
46,118,1,5245,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,Morality is simply the attitude we adopt towards people we personally dislike,,-1
47,119,24,3617,باید در برابر مشکلات استقامت داشته باشیم,Pain is inevitable. Suffering is optional,,0
48,120,48,3089,باید از منافق دوری کنیم,امیر قافله را هم تغافلی باید که نا‌امید نگردندقاطعان طریق,,0
49,121,1,3275,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,Love is that condition in which the happiness of another person is essential to your own,,0
50,122,25,3114,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,بجز بنای محبت که دائم آباد است خراب می‌کند ایام هر بنایی را,,0
51,123,30,377,نباید مغرور باشیم,ما نگوییم بد و میل به ناحق نکنیم جامه کس سیه و دلق خود ازرق نکنیم عیب درویش و توانگر به کم و بیش بد است کار بد مصلحت آن است که مطلق نکنیم رقم مغلطه بر دفتر دانش نزنیم سر حق بر ورق شعبده ملحق نکنیم شاه اگر جرعه رندان نه به حرمت نوشد التفاتش به می صاف مروق نکنیم خوش برانیم جهان در نظر راهروان فکر اسب سیه و زین مغرق نکنیم آسمان کشتی ارباب هنر می‌شکند تکیه آن به که بر این بحر معلق نکنیم گر بدی گفت حسودی و رفیقی رنجید گو تو خوش باش که ما گوش به احمق نکنیم حافظ ار خصم خطا گفت نگیریم بر او ور به حق گفت جدل با سخن حق نکنیم,غزل    ۳۷۸,1
52,124,26,43,انسان نباید فخر فروشی داشته باشد.,کنون که بر کف گل جام باده صاف است به صد هزار زبان بلبلش در اوصاف است بخواه دفتر اشعار و راه صحرا گیر چه وقت مدرسه و بحث کشف کشاف است فقیه مدرسه دی مست بود و فتوی داد که می حرام ولی به ز مال اوقاف است به درد و صاف تو را حکم نیست خوش درکش که هر چه ساقی ما کرد عین الطاف است ببر ز خلق و چو عنقا قیاس کار بگیر که صیت گوشه نشینان ز قاف تا قاف است حدیث مدعیان و خیال همکاران همان حکایت زردوز و بوریاباف است خموش حافظ و این نکته‌های چون زر سرخ نگاه دار که قلاب شهر صراف است,غزل    ۴۴,1
53,125,25,5825,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,و قال ع فی کلام له و ولیهم وال فاقام و استقام حتی ضرب الدین بجرانه,,0
54,126,6,402,تفاوت قائل شدن بین انسان‌ها درست است,شراب لعل کش و روی مه جبینان بین خلاف مذهب آنان جمال اینان بین به زیر دلق ملمع کمندها دارند درازدستی این کوته آستینان بین به خرمن دو جهان سر فرو نمی‌آرند دماغ و کبر گدایان و خوشه چینان بین بهای نیم کرشمه هزار جان طلبند نیاز اهل دل و ناز نازنینان بین حقوق صحبت ما را به باد داد و برفت وفای صحبت یاران و همنشینان بین اسیر عشق شدن چاره خلاص من است ضمیر عاقبت اندیش پیش بینان بین کدورت از دل حافظ ببرد صحبت دوست صفای همت پاکان و پاکدینان بین,غزل    ۴۰۳,1
55,127,21,303,آخرت را بر دنیا باید ترجیح داد,دارای جهان نصرت دین خسرو کامل یحیی بن مظفر ملک عالم عادل ای درگه اسلام پناه تو گشاده بر روی زمین روزنه جان و در دل تعظیم تو بر جان و خرد واجب و لازم انعام تو بر کون و مکان فایض و شامل روز ازل از کلک تو یک قطره سیاهی بر روی مه افتاد که شد حل مسال خورشید چو آن خال سیه دید به دل گفت ای کاج که من بودمی آن هندوی مقبل شاها فلک از بزم تو در رقص و سماع است دست طرب از دامن این زمزمه مگسل می نوش و جهان بخش که از زلف کمندت شد گردن بدخواه گرفتار سلاسل دور فلکی یک سره بر منهج عدل است خوش باش که ظالم نبرد راه به منزل حافظ قلم شاه جهان مقسم رزق است از بهر معیشت مکن اندیشه باطل,غزل    ۳۰۴,1
56,128,2,491,ما باید از غیبت کردن پرهیز کنیم,سلامی چو بوی خوش آشنایی بدان مردم دیده روشنایی درودی چو نور دل پارسایان بدان شمع خلوتگه پارسایی نمی‌بینم از همدمان هیچ بر جای دلم خون شد از غصه ساقی کجایی ز کوی مغان رخ مگردان که آن جا فروشند مفتاح مشکل گشایی عروس جهان گر چه در حد حسن است ز حد می‌برد شیوه بی‌وفایی دل خسته من گرش همتی هست نخواهد ز سنگین دلان مومیایی می صوفی افکن کجا می‌فروشند که در تابم از دست زهد ریایی رفیقان چنان عهد صحبت شکستند که گویی نبوده‌ست خود آشنایی مرا گر تو بگذاری ای نفس طامع بسی پادشایی کنم در گدایی بیاموزمت کیمیای سعادت ز همصحبت بد جدایی جدایی مکن حافظ از جور دوران شکایت چه دانی تو ای بنده کار خدایی,غزل    ۴۹۲,0
57,129,24,1555,باید در برابر مشکلات استقامت داشته باشیم,زهی سرگشته در عالم سر و سامان که من دارم زهی در راه عشق تو دل بریان که من دارم وگر در راه بازار غم عشقت خریدارم به صد جان ها بنفروشم ز عشقت آنچ من دارم,1442,0
58,130,12,3049,انسان واقعی در برابر ظلم سکوت نمی‌کند,آدمی باید که بی‌حالی نباشد هیچگاه گر لب خندان نباشد چشم گریان هم خوش است,,1
59,131,40,376,باید سعی کنیم نیکو عمل کنیم,ما شبی دست برآریم و دعایی بکنیم غم هجران تو را چاره ز جایی بکنیم دل بیمار شد از دست رفیقان مددی تا طبیبش به سر آریم و دوایی بکنیم آن که بی جرم برنجید و به تیغم زد و رفت بازش آرید خدا را که صفایی بکنیم خشک شد بیخ طرب راه خرابات کجاست تا در آن آب و هوا نشو و نمایی بکنیم مدد از خاطر رندان طلب ای دل ور نه کار صعب است مبادا که خطایی بکنیم سایه طایر کم حوصله کاری نکند طلب از سایه میمون همایی بکنیم دلم از پرده بشد حافظ خوشگوی کجاست تا به قول و غزلش ساز نوایی بکنیم,غزل    ۳۷۷,0
60,132,24,3203,باید در برابر مشکلات استقامت داشته باشیم,در این عالم از هرچه بایستنیست نکوتر ز فرزند شایسته نیست,,0
61,133,8,3153,باید قبل از سخن گفتن فکر کرد.,جهان و هرچه در آن هست حرف خواهی دید مقام گیری اگر در مکان خاموشی,,0
62,134,1,1842,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,کافرم ار در دو جهان عشق بود خوشتر از این دیده ایمان شود ار نوش کند کافر از این عشق بود کان هنر عشق بود معدن زر دوست شود جلوه از آن پوست شود پرزر از این عشق چو بگشاید لب بوی دهد بوی عجب مشک شده مست از او گشته خجل عنبر از این عشق بود خوب جهان مادر خوبان شهان خاک شود گوهر از آن فخر کند مادر از این,1819,0
63,135,30,1606,نباید مغرور باشیم,همیشه من چنین مجنون نبودم ز عقل و عافیت بیرون نبودم چو تو عاقل بدم من نیز روزی چنین دیوانه و مفتون نبودم مثال دلبران صیاد بودم مثال دل میان خون نبودم در این بودم که این چون است و آن چون چنین حیران آن بی چون نبودم تو باری عاقلی بنشین بیندیش کز اول بوده ام اکنون نبودم همی جستم فزونی بر همه کس چو صید عشق روزافزون نبودم چو دود از حرص بالا می دویدم به معنی جز سوی هامون نبودم چو گنج از خاک بیرون اوفتادم که گنجی بودم و قارون نبودم,1506,0
64,136,10,3181,نباید عیبی که خودمان داریم را به دیگران نسبت دهیم,حاصل زندگی جز این نبود که بمیرد کسی برای کسی,,0
65,137,25,1532,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,هر شب و هر سحر تو را من به دعا بخواستم تا به چه شیوه ها تو را من ز خدا بخواستم تا شوی از سجود من مونس این وجود من خود بشد این وجود من چون که تو را بخواستم در پی آفتاب تو سایه بدم ضیاطلب پاک چو سایه خوردیم چون که ضیا بخواستم آهنیم ز عشق تو خواسته نور آینه آتش و زخم می خورم چونک صفا بخواستم سوی تو چون شتافتم جای قدم نیافتم پاک ز جا ببردیم چون ز تو جا بخواستم,1406,0
66,138,36,4745,باید اهل یاری کردن یکدیگر بود,I must have loved you a lot,,0
67,139,26,1555,انسان نباید فخر فروشی داشته باشد.,زهی سرگشته در عالم سر و سامان که من دارم زهی در راه عشق تو دل بریان که من دارم وگر در راه بازار غم عشقت خریدارم به صد جان ها بنفروشم ز عشقت آنچ من دارم,1442,0
68,140,25,2879,بخشی از زمان هر روز را باید به تفریح و بخش دیگری را به کار اختصاص داد,به صد سال یک دوست آید به دست به یک روز توان کرد دشمن به شصت,,0
69,141,38,4408,در انتخاب دوست باید دقت کنیم,The capacity for friendship is God's way of apologizing for our families,,1
70,142,31,3126,باید خطاهای دیگران را ببخشیم,به همه حال شکر باید کرد که مبادا ز بد بتر گردد,,0
71,143,0,4814,باید حقوق دیگران را رعایت کنیم,One person's craziness is another person's reality,,0
72,144,1,466,ادب یکی از صفات اخلاقی نیکو است که انسان باید داشته باشد,زان می عشق کز او پخته شود هر خامی گر چه ماه رمضان است بیاور جامی روزها رفت که دست من مسکین نگرفت زلف شمشادقدی ساعد سیم اندامی روزه هر چند که مهمان عزیز است ای دل صحبتش موهبتی دان و شدن انعامی مرغ زیرک به در خانقه اکنون نپرد که نهاده‌ست به هر مجلس وعظی دامی گله از زاهد بدخو نکنم رسم این است که چو صبحی بدمد در پی اش افتد شامی یار من چون بخرامد به تماشای چمن برسانش ز من ای پیک صبا پیغامی آن حریفی که شب و روز می صاف کشد بود آیا که کند یاد ز دردآشامی حافظا گر ندهد داد دلت آصف عهد کام دشوار به دست آوری از خودکامی,غزل    ۴۶۷,0
73,145,14,365,باید حق‌جو وعدالت‌پیشه باشیم,ما بدین در نه پی حشمت و جاه آمده‌ایم از بد حادثه این جا به پناه آمده‌ایم ره رو منزل عشقیم و ز سرحد عدم تا به اقلیم وجود این همه راه آمده‌ایم سبزه خط تو دیدیم و ز بستان بهشت به طلبکاری این مهرگیاه آمده‌ایم با چنین گنج که شد خازن او روح امین به گدایی به در خانه شاه آمده‌ایم لنگر حلم تو ای کشتی توفیق کجاست که در این بحر کرم غرق گناه آمده‌ایم آبرو می‌رود ای ابر خطاپوش ببار که به دیوان عمل نامه سیاه آمده‌ایم حافظ این خرقه پشمینه مینداز که ما از پی قافله با آتش آه آمده‌ایم,غزل    ۳۶۶,1
74,146,40,1675,باید سعی کنیم نیکو عمل کنیم,ما آب دریم ما چه دانیم چه شور و شریم ما چه دانیم هر دم ز شراب بی نشانی خود مستتریم ما چه دانیم تا گوهر حسن تو بدیدیم رخ همچو زریم ما چه دانیم تا عشق تو پای ما گرفته ست بی پا و سریم ما چه دانیم خشک و تر ما همه تویی تو خوش خشک و تریم ما چه دانیم سرحلقه زلف تو گرفتیم خوش می شمریم ما چه دانیم گر زیر و زبر شود دو عالم زیر و زبریم ما چه دانیم گر سبزه و باغ خشک گردد ما از تو چریم ما چه دانیم گلزار اگر همه بریزد گل از تو بریم ما چه دانیم گر چرخ هزار مه نماید در تو نگریم ما چه دانیم گر زانک شکر جهان بگیرد ما باده خوریم ما چه دانیم شمس تبریز ز آفتابت همچون قمریم ما چه دانیم,1579,0
75,147,44,377,باید خسیس باشیم,ما نگوییم بد و میل به ناحق نکنیم جامه کس سیه و دلق خود ازرق نکنیم عیب درویش و توانگر به کم و بیش بد است کار بد مصلحت آن است که مطلق نکنیم رقم مغلطه بر دفتر دانش نزنیم سر حق بر ورق شعبده ملحق نکنیم شاه اگر جرعه رندان نه به حرمت نوشد التفاتش به می صاف مروق نکنیم خوش برانیم جهان در نظر راهروان فکر اسب سیه و زین مغرق نکنیم آسمان کشتی ارباب هنر می‌شکند تکیه آن به که بر این بحر معلق نکنیم گر بدی گفت حسودی و رفیقی رنجید گو تو خوش باش که ما گوش به احمق نکنیم حافظ ار خصم خطا گفت نگیریم بر او ور به حق گفت جدل با سخن حق نکنیم,غزل    ۳۷۸,0
