,output_id,output_text
29,2902,میفروشد او به جانی بوسه ای رو بخر کان رایگان است رایگان
30,2903,دادند دو گوش و یک زبان ز آغاز یعنی دو بشنو و یکی بیش مگوی
31,2904,در همه آفاق کس بی مرگ نیست وین عجایب بین که کس را برگ نیست
32,2905,مکن عیبم که نوشیدم می عشق شراب مفت را قاضی بنوشد
33,2906,لبخند تو خلاصه خوبیهاست لختی بخند خنده ی گل زیباست
34,2907,کم گوی و به جز مصلحت خویش مگوی چیزی که نپرسند تو خود پیش مگوی
35,2908,شبی بیدار دار آخر خدا را چو صد شب داشتی نفس وهوا را
36,2909,کاکل از بالا نشینی رتبه ای پیدا نکرد زلف از افتادگی حالی همنشین ماه شد
37,2910,هر که بود عاشق خود پنج نشان دارد سخت دل و سست قدم و کاهل و بیکار و ترش
38,2911,دشمنت را چون میخ خیمه میخواهم مدام سنگ بر سر خاک بر تن ریسمان اندر گردنش
39,2912,گر خدا دار ز غم آزاد شو از خیال بیش و کم آزاد شو
40,2913,ای که در خوابی همه شب تا به روز بهر گور خود چراغی بر فروز
41,2914,گرمی خورشید ز عیسی بپرس خوبی یوسف ز زلیخا بپرس
42,2915,افتادگی آموز اگر طالب فیضی هرگز نخورد آب زمینی که بلند است
43,2916,دود اگر بالا نشیند کسر شان شعله نیست جای چشم ابرو نگیرد گر چه او بالاتر است
44,2917,تا خدا یار است با سلطان مپیچ گر خدا برگشت صد سلطان به هیچ
45,2918,مثل بیدی زلف ها را ریختی بر شانه ها گاه وقتی در قفس باشی رهاتر میشوی
46,2919,ز بس معنی که دارم در ضمیرم خدا داند که در گفتن اسیرم
47,2920,دلی پر گوهر اسرار دارم ولیکن بر زبان مسمار دارم
48,2921,دل که رنجید از کسی خرسند کردن مشکل است شیشه بشکسته را پیوند کردن مشکل است
49,2922,تواضع گر چه محبوب است و فضل بیکران دارد نباید کرد بیش از حد که هیبت را زیان دارد
50,2923,گفتار بسیار نه از نغزیست ولوله طبل ز بی مغزییست
51,2924,دوست را کس به یک بدی نفروخت بهر کیکی گلیم نتوان سوخت
52,2925,من از روییدن خار سر دیوار فهمیدم که ناکس کس نمی گردد از این بالانشینیها
53,2926,دردم از یار است و درمان نیز هم دل فدای او شد و جان نیز هم
54,2927,از شکار دگران چشم و دلی دارم سیر شیرم و جوی شغالان نبود آبخورم
55,2928,هرچه در فهم تو آید آن بود مفهوم تو
56,2929,زنده را تا زنده است باید به فریادش رسید ورنه بر سنگ مزارش آب پاشیدن چه سود
57,2930,بیخبر از هم دگر آسوده خوابیدن چه سود بر مزار مردگان خویش نالیدن چه سود
58,2931,اندر دل من درون و بیرون همه او است اندر تن من جان و رگ و خون همه اوست
59,2932,آن را که جفا جوست نمی باید خواست سنگین دل و بد خوست نمی باید خواست
60,2933,هر کجا هستم باشم آسمان مال من است
61,2934,نه مردم شد کسی کز عشق پاکست که مردم عشق و باقی آب و خاکست
62,2935,چراغ جمله عالم عقل و دینست تو عاشق شو که به ز آن جمله اینست
63,2936,او چه داند که چیست حالت عشق که بر او عشق، تیر غم نزده است
64,2937,هر که در عاشقی قدم نزده است بر دل از خون دیده نم نزده است
65,2938,تا رنج تحمل نکنی گنج نبینی تا شب نرود صبح پدیدار نباشد
66,2939,جهان سر به سر حکمت و عبرت است چرا بهره ما همه غفلت است
67,2940,هر که نامخت از گذشت روزگار نیز ناموزد ز هیچ آموزگار
68,2941,خوشا بر حال مهمانی که با بسیاری نعمت دلش با نعمت دیدار صاحبخانه می‌سازد
69,2942,حدیث عشق نگردد کهن که سال به سال بهار حسن تو گـــــل‌های تازه‌تر دارد
70,2943,آن را که به زلــف تــــــو دل آویخته باشــــد گر ملک جهانش رود از دست، غمی نیست
71,2944,گر ما خطا کنیم، عطای تو بی حد است نومیدی از عطای تو، حد خطای ماست
72,2945,ربوده مهری چو ذره تابم، ز آفتابی در اضطرابم که گر فروغش به کوه افتد، ز بیقراری در آید از پا
73,2946,خوش لذّتی است با دل شیدا گریستن در گوشه‌ای نشستن و تنها گریستن
74,2947,صبور باش که اعجاز صبر، هم یعقوب به وصل یار رسانید هم زلیخا را
75,2948,طعنه بر ما مزن‌ ای دوست که خود معترفیم دف زنان بر سر بازار به رسوایی خویش
76,2949,بترسید و او را ستایش کنید شب تیره پیشش نیایش کنید
77,2950,از صبح پرده سوز خدایا نگاه دار این رازها که ما به دل شب سپرده‌ایم
78,2951,غمگین نیم که خلق شمارند بد مرا نزدیک می‌کند به خدا، دست رد مرا
79,2952,یا رب از عرفان مرا پیمانه‌ای سرشار ده چشم بینا، جان آگاه و دلی بیدار ده
80,2953,چون بر زبان حدیث خدا ترسی آوریم؟ ترک قدح ز بیم عسس کرده‌ایم ما
81,2954,آسایش تن، غافلم از یاد خدا کرد همواری این راه مرا سر به هوا کرد
82,2955,هر کسی را سر چیزی و تمنای کسی است ما به غیر از تو نداریم تمنای دگر
83,2956,نیست نشان زندگی تا نرسد نشان تو
84,2957,با عزم خویش هیچ یک این ره نمی‌رویم کشتی، مبرهن است که محتاج ناخداست
85,2958,ما را نه غم دوزخ و نه حرص بهشت است بردار ز رخ پرده که مشتاق لقائیم
86,2959,در گنه کز جانب ما بود تقصیری نبود چون در آمرزش که کار اوست، کوتاهی می‌رود
87,2960,گر جام خالیت بدهد پیر می فروش بستان و دم مزن که تهی از اشاره نیست
88,2961,به یک قلم بنویس ای فرشته دوزخیم ز حد فزونست گنه، حاجت مکابره نیست
89,2962,حضور خاطر اگر در نماز معتبر است امید ما به نماز نکرده بیشتر است
90,2963,هراز گمشده را در نماز می یابی چرا به فکر خود ای بی خبر نمی افتی؟
91,2964,خدا باشد به نزد اهل بینش نگهدار نظام آفرینش
92,2965,خداوندا حضوری بخش ما را اجابت کن به فضلت این دعا را
93,2966,برگ درختان سبز پیش خداوند هوش هر ورقش دفتری است معرفت کردگار
94,2967,ما همه بیچاره‌ایم و تنها تو چاره و ما همه هیچ کاره‌ایم و تنها تو کاره
95,2968,ای زاهد ظاهربین از قرب چه می‌پرسی او در من و من در وی چون بو به گلاب اندر
96,2969,ره عقل جز پیچ بر پیچ نیست بر عارفان جز خدا هیچ نیست
97,2970,این نمکدان خدا جنس عجیبی دارد هر چقدر می‌شکنیم باز نمک‌ها دارد
98,2971,رسد آدمی به جایی که به جز خدا نبیند بنگر که تا چه حد است مکان آدمیت
99,2972,تا خدا بنده نواز است به خلقش چه نیاز می‌کشم ناز یکی تا به همه ناز کنم
100,2973,من از درمان و درد و وصل و هجران پسندم آنچه را جانان پسندد
101,2974,اندیشه کجا بکبریای تو رسد هیهات ازین خیال فاسد هیهات
102,2975,تواضع ز گردن فرازان نکوست گدا گر تواضع کند خوی اوست
103,2976,جا به کنج گلخن و صحن گلستان داده است شعله را گردن فرازی خاک را افتادگی
104,2977,از تواضع کم نگردد رتبه گردن کشان نیست عیبی گر بود شمشیر لنگردار کج
105,2978,گر چو رستم شوکت و زورت بود جای چون بهرام در گورت بود
106,2979,هر چه دلم خواست نه آن میشود هر چه خدا خواست همان میشود
107,2980,هر کجا عشق آید و ساکن شود هر چه نا ممکن بود ممکن شود
108,2981,موی سپید را فلکم رایگان نداد این رشته را به نقد جوانی خریده‌ام
109,2982,در دیاری که در او نیست کسی یار کسی کاش یارب که نیفتد به کسی کار کسی
110,2983,هر که در سینه دلی داشت به دلـداری داد دل نفرین شده ی ماست که تنهاست هنوز
111,2984,از دشمنان برند شکایت به دوستان چون دوست دشمن است شکایت کجا بریم
112,2985,شباهت تو و من هر چه بود ثابت کرد که فصل مشترک عشق و عقل، تنهایی‌ست
113,2986,باد، مشتی ورق از دفتر عمر آورده است عشق سرگرمی سوزاندن این اوراق است
114,2987,بی قدر ساخت خود را، نخوت فزود ما را بر ما و خود ستم کرد، هر کس ستود ما را
115,2988,دست طلب چو پیش کسان می‌کنی دراز پل بسته ای که بگذری از آبروی خویش
116,2989,ناله را هرچند می خواهم که پنهانی کشم سینه می گوید که من تنگ آمدم، فریاد کن
117,2990,آه افسوس و سرشک گرم و داغ حسرت است آنچه از عمر سبک‌رفتار می‌ماند به جا
118,2991,در چنین راهی که مردان توشه از دل کرده‌اند ساده لوحی بین که فکر آب و نان داریم ما
119,2992,ما زآغاز و ز انجام جهان بی خبریم اول و آخر این کهنه کتاب افتاده است
120,2993,گرفتم آنکه جهانی به یاد ما بودند دگر چه فایده از یاد می‌رسد ما را
121,2994,آب طلب نکرده همیشه مراد نیست گاهی بهانه ای است که قربانی ات کنند
122,2995,همیشه رود با خود میوه غلتان نخواهد داشت به دست آور اناری را که از دست تو خواهد رفت
123,2996,عمری ست در اجابت خود سنگ می خوریم نفرین به این دعا که به جایی نمی رسد
124,2997,نیست جویــــای نظــــــر چون مه نو ماه تمام خود نمــــــایی نکند، هـــــر کـــه کمالی دارد
125,2998,طی نگشته روزگار کودکی پیری رسید از کتاب عمر ما فصل شباب افتاده است
126,2999,داغ جانسوز من از خنده خونین پیداست ای بسا خنده که از گریه غم انگیزتر است
127,3000,خنده تلخ من از گریه غم انگیز تر است کارم از گریه گذشته است به آن میخندم
128,3001,یک نقطه بیش، فرقِ رحیم و رجیم نیست از نقطــه ای بتــرس که شیطـانی ات کنند
129,3002,آنچه را عقل به یک عمر به دست آورده است دل به یک لحظه کوتاه به هم می ریزد
130,3003,چون عاقبت کار جهان نیستی است انگار که نیستی چو هستی خوش باش
131,3004,هر شاخ بنفشه کز زمین میروید خالی است که بر رخ نگاری بوده‌ست
132,3005,خدا کســــی است کـــه باید بــــه دیدنش بروی خدا کسی که از آن سخت می هراسی نیست
133,3006,منجنیق آه مظلومان به صبح سخت گیرد ظالمان را در حصار
134,3007,می کنند اهل هنر نام بزرگان را بلند بیستون آوازه ای گر داشت از فرهاد بود
135,3008,در پشیمانی چراغ معرفت روشن تر است توبه کن هرگز برای توبه کردن دیر نیست
136,3009,حافظ از باد خزان در چمن دهر مرنج فکر معقول بفرما گل بی خار کجاست
137,3010,هرگز مژه بر هم ننهد عاشق صادق آن را که به دل عشق بود خواب نباشد
138,3011,گویند که سنگ لعل شود در مقام صبر آری شود ولیک به خون جگر شود
139,3012,گفتی مرا به خنده خوش باد روزگارت کس بی تو خوش نباشد رو قصه ی دگر کن
140,3013,ما ازین هستی ده روزه به تنگ آمده ایم وای بر خضر که زندانی عمر ابد است
141,3014,آسان کسی نبرد از این ورطه ره ره در این راه سخت بین که چه آسان گرفته‌ایم
142,3015,امید وصل به اندوه انتظار نیرزد نشاط باده به دردسر خمار نیرزد
143,3016,کزین پس به کنجی نشینم چو مور که روزی نخوردند پیلان به زور
144,3017,میازار موری که دانه کش است که جان دارد و جان شیرین خوش است
145,3018,برو شیر درنده باش ای دغل مینداز خود را چو روباه شل
146,3019,بخور تا توانی به بازوی خویش که سعیت بود در ترازوی خویش
147,3020,شما را چو باور به یزدان بود هم او مر شما را نگهبان بود
148,3021,من آزاده از خاک آزادگانم گل صبر می‌پرورد دامن من
149,3022,تا بتوانی خدمت رندان می‌کن بنیاد نماز و روزه ویران می‌کن
150,3023,خر باش که این جماعت از فرط خری هرکو نه خر است کافرش می‌خوانند
151,3024,با بدان کم نشین که صحبت بد گرچه پاکی تو را پلید کند
152,3025,آفتاب ارچه روشن است او را لکه ای ابر ناپدید کند
153,3026,آگه نیم که عمر گرامی چسان گذشت خوابم ربوده بود که این کاروان گذشت
154,3027,آماده فنا را پروای نیک و بد نیست ساعت کسی نپرسد بهر کفن بریدن
155,3028,آنجا که جهل مایه تمکین و سروریست باید به روز مردم دانا گریستن
156,3029,کبوتری که دگر آشیان نخواهد دید قضا همی بردش تا به سوی دانه و دام
157,3030,آنجا که عشق خیمه زند جای عقل نیست غوغا بود دو پادشه اندر ولایتی
158,3031,آن را که چار گوشه عزل میسر است گو پنج نوبه زن که شه هفت کشور است
159,3032,اجل را بی‌جهت خلقت نکردند علاج درد هجران آفریدند
160,3033,عیب خود در پس آیینه نهان داشته‌ای تو که آیینه به عیب دگران داشته‌ای
161,3034,عیب مردم فاش کردن بدترین عیب‌هاست عیب‌گو اول کند بی‌پرده عیب خویش را
162,3035,عید آمد و افزود غمم را غم دیگر ماتم‌زده را عید بود ماتم دیگر
163,3036,غافل مشو که عمر تو بر باد میرود بر رخش عمر هر نفسی تازیانه‌ایست
164,3037,غره مشو از آن که جهانت عزیز کرد ای بس عزیز را که جهان کرد زود خوار
165,3038,غنیمت شمار اینکه عالم دمی است دمی پیش دانا به از عالمی است
166,3039,فارغ نشویم یک دم از فکر معاش ای مرگ بیا که زندگی ما را کشت
167,3040,فرزند کسی نمیکند فرزندی گر طوق طلا به گردنش بربندی
168,3041,فرصت غنیمت است حریفان در این چمن فرداست همچو گل همه بر باد رفته‌ایم
169,3042,فریاد از هر گوشه این شهر بلند است ویران شود این شهر که فریادرسی نیست
170,3043,فریاد که جز اشک شب و آه سحرگاه اندر سفر عشق مرا همسفری نیست
171,3044,فزون ز تلخی مرگ است تلخی خواهش به درد خویش بمیر از کسی دوا مطلب
172,3045,فلک را عادت دیرینه این است که با آزادگان دائم به کین است
173,3046,فیض آب دیده کمتر نیست از آب وضو کاشکی زاهد به جای ریش دیده تر کند
174,3047,قانون روزگار بود همچو گردباد جز خار و خس زمانه به بالا نمیبرد
175,3048,آتش بگیر تا ببینی چه ‌میکشم احساس سوختن به تماشا نمی شود
176,3049,آدمی باید که بی‌حالی نباشد هیچگاه گر لب خندان نباشد چشم گریان هم خوش است
177,3050,آسیا پیوسته میگوید به آواز بلند این همه سرگشتگی اذ پی نان بوده است
178,3051,آنجا که جهل مایه تمکین و سروریست باید به روز مردم دانا گریست
179,3052,رزق را روزی رسان پر می‌دهد بی‌گس هرگز نماند عنکبوت
180,3053,گر عمارت را بری بر آسمان عاقبت زیر زمین گردی نهان
181,3054,کوه نا‌هموار را هموار کردن سخت نیست حرف نا‌هموار را هموار کردن مشکل است
182,3055,گفتار زیاد نه از نغزیست ولوله طبل ز بی‌مغزیست
183,3056,قصه کوته طاقت محنت ندارم بیش از این رخصتم ده گر نخواهی داد چیز دیگر
184,3057,قطره اشکیم اما در درون دل نهان گر به سوی دیده ره یابیم دریا می شویم
185,3058,دست طلب چو پیش کسان می‌کنی دراز پل بسته‌ای که بگذری از آبروی خویش
186,3059,ما ز آغاز و ز انجام جهان بی‌خبریم اول و آخر این کهنه کتاب افتاده است
187,3060,قفس شکسته و بال و پرم گشاده و ترسم خدا نکرده دهد فکر آشیانه فریبم
188,3061,چون عاقبت کار جهان نیستی است انگار که نیستی چو هستی خوش باش
189,3062,تواضع ز گردن فرازان نکوست گدا گر تواضع کند خو اوست
190,3063,کار سامان نرسد تا که پریشان نشود شرط آن است که تا این نشود آن نشود
191,3064,تا توانی به جهان خدمت محتاجان کن به دمی یا درمی یا قدمی یا قلمی
192,3065,آنچه دی کاشته ای می‌کنی امروز درو طمع خوشه گندم مکن از دانه جو
193,3066,آن دل که پریشان شود از ناله بلبل بر دامنش آویز که با وی خبری هست
194,3067,آن را که در دیار محبت گذار نیست همراهیش مکن که در او اعتبار نیست
195,3068,آن روز قبول درگه دوست شوی کز رد و قبول خلق پروا نکنی
196,3069,آن سجده به آدم و این پیش خدا نکرد شیطان هزار مرتبه ز بی‌نماز
197,3070,آن مکن با من که گر از لطف یار من شوی چون به خاطر آیدت شرمسار شوی
198,3071,آن نعره‌ای که مست ز خوف خدا زند به از هزار سال که تو ناله سر کنی
199,3072,آورم پیش تو هر لحظه پیام دگران گویمت تا سخن خویش به نام دگران
200,3073,آهن و سنگی که شراری در اوست بهتر از آن دل که نه یاری در اوست
201,3074,از باغ هنر هر انکه گل چید در دیده روزگار خار است
202,3075,از بزرگ بی‌هنر طفل هنرور بهتر است سنگ کوهستان کجا همسنگ گوهر است
203,3076,از بس که در زمانه کسی اهل درد نیست اظهار درد خویش به دیوار می‌کنم
204,3077,از جمع مال بهره ندارند اهل حرص مور از برای مور دگر دانه می‌کشد
205,3078,از حقیقت هیچ کس آگه نشد هر کسی حرفی ز جایی می‌زند
206,3079,از خدا برگشتگان را کار سخت نیست سخت کار ما بود کز ما خدا بر‌گشته است
207,3080,از خلق جهان آنکه خبر دار تر است مفلس‌تر و خامش‌تر و بیکار‌تر است
208,3081,از سخن حال خرابم نشد اصلاح پذیر همچ ویرانه که از گنج خود آباد نگشت
209,3082,از طلا گشتن پشیمان گشته ایم مرحمت فرموده ما را مس کنید
210,3083,از کاسه شکسته نخیزد صدا درست احوال ما مپرس که ما دلشکسته‌ایم
211,3084,از گداز شمع باشد شعله را پایندگی می‌کند از پهلوی مظلوم ظالم زندگی
212,3085,از مهر دوستان ریا‌کار خوشتر است دشنام دشمنی که چو آیینه راستگوست
213,3086,استاد کائنات که این جهان ساخت مقصود عشق بود این جهان را بهانه ساخت
214,3087,افتادن و برخاستن باده پرستان در مذهب رندان خرابات نماز است
215,3088,اگر چو شیر سرا پای خود پنجه کنم مروتم نگذارد که مور رنجه کنم
216,3089,امیر قافله را هم تغافلی باید که نا‌امید نگردندقاطعان طریق
217,3090,انگشت مکن رنجه به در کوفتن کس تا نکند رنجه به در کوفتنت مشت
218,3091,اهل دنیا را ز غفلت زنده می‌پنداشتم خفته آری مردگان را زنده می‌بیند به خواب
219,3092,ای حوان بر قامت خم گشته پیران نگر رفته رفته زندگی بار گرانی می‌شود
220,3093,ای دل غمین مشو که جهانت به کام نیست کآسایش زمانه به کس کستدام نیست
221,3094,ای شیخ برو مسئله عشق بیاموز هر چند که این مسئله آموختنی نیست
222,3095,ای که از دشواری راه فنا ترسی نترس بس که آسان است این ره می‌توان خوابید و رفت
223,3096,ایمن مشو ز فتنه چو خود فتنه می‌کنی گر چیره‌ای تو چیره‌تر است از تو روزگار
224,3097,تا چند کتی خدمت دونان و خسان جان بر سر هر طعمه منه چون مگسان
225,3098,از دی که گذشت هیچ ازو یاد مکن فردا که نیامده است فریاد مکن
226,3099,اجرام که ساکنان این ایوانند اسباب تردد خردمندانند
227,3100,این قافله عمر عجب می‌گذرد دریاب دمی که با طرب می‌گذرد
228,3101,چون روزی و عمر بیش و کمک نتوان کرد دل را به کم و بیش دژم نتوان کرد
229,3102,کم کن طمع از جهان و می‌زی خرسند وز نیک و بد زمانه بگسل پیوند
230,3103,از جمله رفتگان این راه دراز باز آمده کیست تا به ما گوید راز
231,3104,ایام زمانه از کسی دارد ننگ کو در غم ایام نشیند دلتنگ
232,3105,قانع به یک استخوان چو کرکس بودن به که طفیل خوان ناکس بودن
233,3106,شما را چو باور به یزدان بود هم او مر شما را نگهبان بود
234,3107,چون بسی ابلیس آدم روی هست پس بهر دستی نشاید داد دست
235,3108,با بدان کم نشینکه صحبت بد گر چه پاکی تو را پلید کند
236,3109,باده پر خوردن و هوشیار نشستن سهل است گر به دولت رسی و مست نگردی مردی
237,3110,با ضعیفان هر که گرمی کرد عالم گیر شد ذره پرور باش تا خورشید تابانت کنند
238,3111,با علمت اگر عمل برابر گردد کام دو جهان تو را میسر گردد
239,3112,با هنر باش و هر چه خواهی کن نه بزرگی به مادر و پدر است
240,3113,بترس از ناوک آه فقیران در دل شبها مگو تیر هوایی بر نشان هرگز نمی‌آید
241,3114,بجز بنای محبت که دائم آباد است خراب می‌کند ایام هر بنایی را
242,3115,بد‌بختی و سعادت و اقبال دست توست تو کج روی نه آنکه فلک کج مدار باشد
243,3116,بدر را هم با بدی پاداش کردن نه کار مردم آزاده باشد
244,3117,بر روی زمین هیچ کس آرام نباشد کنجی بود آرام که در زیر زمین است
245,3118,بس که می‌ترسم از جداییها می‌گریزم از آشناییها
246,3119,بلا ندیده دعا را شروع باید کرد علاج واقعه پیش از وقوع باید کرد
247,3120,بنازم به بزم محبت که آنجا گدایی به شاهی مقابل نشیند
248,3121,بوی گل خود به چمن راهنما شد نخست ور نه بلبل چه خبر داشت که گلزار کجاست
249,3122,به خد دانش خود در زمانه دانستم که استراحت دنیا به قدر نادانیست
250,3123,به ساخل کشتی ما را برد لطف خدا ورنه هزاران نا خدا گم شد در این دریای طوفانی
251,3124,به ملک فقر وقناعت از آن خوشم کین ملک به زبر امر وزیری و حکم شاهی نیست
252,3125,به هر دیار که در چشم خلق خوار شدی سبک سفر کن بشو از آنجا به جای دگر
253,3126,به همه حال شکر باید کرد که مبادا ز بد بتر گردد
254,3127,به هوش باش دلی را بسهو نخراشی به ناخنی که توانی گره گشایی کرد
255,3128,بی‌جوهران به تربیت آدم نمی‌شوند شبنم به بوی گل نتواند گلاب شد
256,3129,بی‌سبب هرگز نمی‌گردد کسی یار کسی یار بسیار است تا گرم است بازار کسی
257,3130,بی عوض دانی چه باشد در جهان عمر باشد عمر فدر آن بدان
258,3131,پاسبان خفته و شب تیره و گرگان بیدار نتوان گفت که این گله شبانی دارد
259,3132,پرده‌های چشم بهر عیب‌پوشی داده‌اند کور باد دیده‌ای کو عیب را ظاهر کند
260,3133,پشیمان ز گفتار دیدم بسی پشیمان نگشت از خموشی کسی
261,3134,پیش از این کاری نکرد امیدواریهای من نا‌امیدیهای من زین پس مگر کاری کند
262,3135,تا بتوانی عمارت دلها کن بهتر ز هزار کعبه باشد یک دل
263,3136,تا توانستم ندانستم چه سود چون بدانستم توانستم نبود
264,3137,تا زنده‌ایم مرحمتی کن به حال ما دنبال مرده آه کشیدن چه فایده
265,3138,ثمر از نخل زندگی برگیر نامی از خود به نیکویی بگذار
266,3139,ثمر نصیب کسی گشت و گل نصیب کسی دلم خوش است که در باغ آشیان دارم
267,3140,جان اگر از ناتوانی بر لب آمد باک نیست ناله‌ام از ضعف اکر بر لب نیاید چه کنم
268,3141,جان رفت و ما به آرزوی دل نمی‌رسیم هرچند می‎رویم به منزل نمی‌رسیم
269,3142,جان عزیز است ولیمن به سخن جان نرسد وای بر جان سخن‌ گر به سخندان نرسد
270,3143,جایی که بود شمع رخت انجمن افروز خورشید چراغیست که پروانه ندارد
271,3144,جایی که عقاب پر بریزد از پشه لاغری چه خیزد
272,3145,جزای حسن عمل بین که روزگار هنوز خراب می‎کند بارگاه کسری را
273,3146,جستم از دام به دام آر گرفتار دگر من نه آنم که فریب تو خورم بار دگر
274,3147,جفا برون مبر از حد و جور کمتر کن که آه خسته دلان بی‌گمان اثر دارد
275,3148,جفا مکن که جفا رسم دلربایی نیست جدا مشو که مرا طاقت جدایی نیست
276,3149,جوانی شمع ره کردم که جویم زندگانی را نجستم زندگانی را و گم کردم جوانی را
277,3150,جهان آیینه حسن است مطلق نبینی هیچ بد گر بنگری نیک
278,3151,جهان به منت اهل جهان نمی‌ارزد هزار شکر که نیکی ز کس نمی‌آید
279,3152,جهان چون زلف و خط و خال و ابروست که هرچیزی به جای خویش نیکوست
280,3153,جهان و هرچه در آن هست حرف خواهی دید مقام گیری اگر در مکان خاموشی
281,3154,جهد کن تا بیش از آن باشی که آیی در نظر در لباس لفظ اندک معنی بسیار باش
282,3155,چار دیوار بدن را رخنه کن کاین آفتاب جلوه‌گر در خانه هر کس به قدر روزن است
283,3156,چاره در عشق صبوریست ولیکن تا کی ستم از یار ضروریست ولیکن تا چند
284,3157,چاره مرگ است اگر کار به ناکس افتد مشکل این است که کارم به کسی افتاده است
285,3158,چراغی را که ایزد بر فروزد هر آن‌کس پف کند ریشش بسوزد
286,3159,چشم از جهان ببند و تماشای دوست کن کار دل است دیدن او کار چشم نیست
287,3160,چشم امید بر کرم حضرت جلال چون گوش روزده دار بر الله اکبر است
288,3161,چشم دل باز کن که جان بینی یک سرمه دان شراب مرا مست می‌کند
289,3162,چند خواهی پیرهن از بهر تن تن رها کن تا نخواهی پیرهن
290,3163,چند روزی چون خم می تا در این میخانه‌ای مست کن از خویش عالم را و خود هشیار باش
291,3164,چنین گفت پیغمبر راستگوی ز گهواره تا گور دانش بجوی
292,3165,چو باید از این تخت زر برخاستن نیرزد نشستن به برخاستن
293,3166,چو بینی دیر خواه و زود سیری جهانت می‌کن آگه که پیری
294,3167,چو در هنر پسر امتیاز خویش نه‌ای بزرگ بودن جد و پدر چه خواهد کرد
295,3168,چو دریای رحمت تلاطم کند گنه صاحب خویش را گم کند
296,3169,چو دست گیرد دشمن شکسته که به در است چو اسب عاریه باشد پیاده به که سوار
297,3170,چو کم نور است چشمی بار عینک را کشد بینی ز بینی باید آموزی ره همسایه داری را
298,3171,چون بد آید هرچه آید بد شود یکی بلا ده گردد و ده صد شود
299,3172,چون پرده براندازد عالم به سرانداز جایی که یقین آمد پندار نمی‌گنجد
300,3173,چون دل به شکوه لب گشاید بگو که من شرمنده از کدام وفای تو سازمش
301,3174,چون رشته گسست می‌توان بست اما گرهی در آن میان است
302,3175,چون نور که از مهر جدا هست و جدا نیست عالم همه آیات خدا هست و خدا نیست
303,3176,چو واقف شدی مرحم راز باش که مرحم به یک نقطه مجرم شود
304,3177,چه حالت است ندانم چه آتشی یا رب که هر که دورتر است از تو بیشتر سوزد
305,3178,چه رشک می‌بری ای دل به کشتگان غمش تو هم به مطلب خود می‌رسیشتاب مکن
306,3179,چین بر جبین ز جنبش هر خس نمی‌زنند دریا دلان چو آب گهر آرمیده‌اند
307,3180,حاصل دنیا و دین را سر به سر دادم ز دست پای تا بنهادم اندر راه بی‌پایان عشق
